program; run; cpus; duration;
mopp-2018-t1-average; 11; 1; 10982482
mopp-2018-t1-average; 11; 2; 9375482
mopp-2018-t1-average; 11; 4; 4957572
mopp-2018-t1-average; 11; 8; 2686132
mopp-2018-t1-average; 11; 14; 1622285
mopp-2018-t1-average; 11; 16; 1496934
mopp-2018-t1-average; 11; 24; 1190284
mopp-2018-t1-average; 11; 28; 1142409
mopp-2018-t1-average; 11; 32; 1280466
mopp-2018-t1-average; 11; 48; 1188616
mopp-2018-t1-average; 11; 56; 1196432
