program; run; cpus; duration;
mopp-2018-t1-average; 11; 2; 8281642
mopp-2018-t1-average; 11; 4; 5186692
mopp-2018-t1-average; 11; 8; 3472082
mopp-2018-t1-average; 11; 14; 2476893
mopp-2018-t1-average; 11; 16; 1935559
mopp-2018-t1-average; 11; 24; 1311446
mopp-2018-t1-average; 11; 28; 1317091
mopp-2018-t1-average; 11; 32; 1630618
mopp-2018-t1-average; 11; 48; 961601
mopp-2018-t1-average; 11; 56; 972546
