program; run; cpus; duration;
mopp-2018-t0-harmonic-progression-sum; 1; 1; 208253291
mopp-2018-t0-harmonic-progression-sum; 1; 2; 108790233
mopp-2018-t0-harmonic-progression-sum; 1; 4; 59942543
mopp-2018-t0-harmonic-progression-sum; 1; 8; 31315925
mopp-2018-t0-harmonic-progression-sum; 1; 14; 17960527
mopp-2018-t0-harmonic-progression-sum; 1; 16; 15958411
mopp-2018-t0-harmonic-progression-sum; 1; 24; 10613830
mopp-2018-t0-harmonic-progression-sum; 1; 28; 9183425
mopp-2018-t0-harmonic-progression-sum; 1; 32; 9259267
mopp-2018-t0-harmonic-progression-sum; 1; 48; 6442465
mopp-2018-t0-harmonic-progression-sum; 1; 56; 5561583
